nccl_dtype,num_gpus,message_size,kernel_source,op_name,latency
int8,64,67108864,NCCL,all_reduce,0.842
int8,64,134217728,NCCL,all_reduce,1.3362
int8,64,268435456,NCCL,all_reduce,2.2811999999999997
int8,64,536870912,NCCL,all_reduce,4.066800000000001
int8,64,1073741824,NCCL,all_reduce,6.3502
int8,64,2147483648,NCCL,all_reduce,12.5738
int8,64,4294967296,NCCL,all_reduce,24.87
int8,64,8589934592,NCCL,all_reduce,49.410000000000004
half,8,128,NCCL,alltoall,0.13266
half,8,256,NCCL,alltoall,0.13269999999999998
half,8,512,NCCL,alltoall,0.13306
half,8,1024,NCCL,alltoall,0.13246000000000002
half,8,2048,NCCL,alltoall,0.13256
half,8,4096,NCCL,alltoall,0.13290000000000002
half,8,8192,NCCL,alltoall,0.13232
half,8,16384,NCCL,alltoall,0.1323
half,8,32768,NCCL,alltoall,0.13282
half,8,65536,NCCL,alltoall,0.13312000000000002
half,8,131072,NCCL,alltoall,0.13202000000000003
half,8,262144,NCCL,alltoall,0.13472
half,8,524288,NCCL,alltoall,0.13362000000000002
half,8,1048576,NCCL,alltoall,0.13432
half,8,2097152,NCCL,alltoall,0.13240000000000002
half,8,4194304,NCCL,alltoall,0.13618000000000002
half,8,8388608,NCCL,alltoall,0.13676
half,8,16777216,NCCL,alltoall,0.16446000000000002
half,8,33554432,NCCL,alltoall,0.27080000000000004
half,8,67108864,NCCL,alltoall,0.4678
half,8,134217728,NCCL,alltoall,0.855
half,8,268435456,NCCL,alltoall,1.6248
half,8,536870912,NCCL,alltoall,3.1098000000000003
half,8,1073741824,NCCL,alltoall,6.3612
half,8,2147483648,NCCL,alltoall,11.5866
half,8,4294967296,NCCL,alltoall,22.88
int8,8,256,NCCL,alltoall,0.11270000000000001
int8,8,512,NCCL,alltoall,0.1125
int8,8,1024,NCCL,alltoall,0.11278
int8,8,2048,NCCL,alltoall,0.11290000000000001
int8,8,4096,NCCL,alltoall,0.11272
int8,8,8192,NCCL,alltoall,0.11276000000000001
int8,8,16384,NCCL,alltoall,0.11178
int8,8,32768,NCCL,alltoall,0.11324
int8,8,65536,NCCL,alltoall,0.11212000000000001
int8,8,131072,NCCL,alltoall,0.11290000000000001
int8,8,262144,NCCL,alltoall,0.11384000000000001
int8,8,524288,NCCL,alltoall,0.11345999999999999
int8,8,1048576,NCCL,alltoall,0.11466
int8,8,2097152,NCCL,alltoall,0.11431999999999999
int8,8,4194304,NCCL,alltoall,0.1145
int8,8,8388608,NCCL,alltoall,0.11506000000000001
int8,8,16777216,NCCL,alltoall,0.11516
int8,8,33554432,NCCL,alltoall,0.16469999999999999
int8,8,67108864,NCCL,alltoall,0.2704
int8,8,134217728,NCCL,alltoall,0.4676
int8,8,268435456,NCCL,alltoall,0.8554
int8,8,536870912,NCCL,alltoall,1.6244
int8,8,1073741824,NCCL,alltoall,3.1142
int8,8,2147483648,NCCL,alltoall,6.3612
int8,8,4294967296,NCCL,alltoall,11.5784
int8,8,8589934592,NCCL,alltoall,22.856
half,16,128,NCCL,alltoall,0.27380000000000004
half,16,256,NCCL,alltoall,0.274
half,16,512,NCCL,alltoall,0.2732
half,16,1024,NCCL,alltoall,0.273
half,16,2048,NCCL,alltoall,0.273
half,16,4096,NCCL,alltoall,0.2736
half,16,8192,NCCL,alltoall,0.2732
half,16,16384,NCCL,alltoall,0.27280000000000004
half,16,32768,NCCL,alltoall,0.273
half,16,65536,NCCL,alltoall,0.2726
half,16,131072,NCCL,alltoall,0.2736
half,16,262144,NCCL,alltoall,0.27480000000000004
half,16,524288,NCCL,alltoall,0.2746
half,16,1048576,NCCL,alltoall,0.27480000000000004
half,16,2097152,NCCL,alltoall,0.274
half,16,4194304,NCCL,alltoall,0.2758
half,16,8388608,NCCL,alltoall,0.276
half,16,16777216,NCCL,alltoall,0.2774
half,16,33554432,NCCL,alltoall,0.2922
half,16,67108864,NCCL,alltoall,0.4898
half,16,134217728,NCCL,alltoall,0.881
half,16,268435456,NCCL,alltoall,1.6572
half,16,536870912,NCCL,alltoall,3.1708000000000003
half,16,1073741824,NCCL,alltoall,6.5216
half,16,2147483648,NCCL,alltoall,12.758000000000001
half,16,4294967296,NCCL,alltoall,24.838
int8,16,256,NCCL,alltoall,0.22519999999999998
int8,16,512,NCCL,alltoall,0.225
int8,16,1024,NCCL,alltoall,0.22540000000000002
int8,16,2048,NCCL,alltoall,0.2246
int8,16,4096,NCCL,alltoall,0.22419999999999998
int8,16,8192,NCCL,alltoall,0.22519999999999998
int8,16,16384,NCCL,alltoall,0.22519999999999998
int8,16,32768,NCCL,alltoall,0.225
int8,16,65536,NCCL,alltoall,0.22519999999999998
int8,16,131072,NCCL,alltoall,0.2246
int8,16,262144,NCCL,alltoall,0.22540000000000002
int8,16,524288,NCCL,alltoall,0.22540000000000002
int8,16,1048576,NCCL,alltoall,0.22640000000000002
int8,16,2097152,NCCL,alltoall,0.22640000000000002
int8,16,4194304,NCCL,alltoall,0.22640000000000002
int8,16,8388608,NCCL,alltoall,0.2278
int8,16,16777216,NCCL,alltoall,0.2276
int8,16,33554432,NCCL,alltoall,0.2288
int8,16,67108864,NCCL,alltoall,0.2906
int8,16,134217728,NCCL,alltoall,0.489
int8,16,268435456,NCCL,alltoall,0.8804
int8,16,536870912,NCCL,alltoall,1.6580000000000001
int8,16,1073741824,NCCL,alltoall,3.1721999999999997
int8,16,2147483648,NCCL,alltoall,6.5276000000000005
int8,16,4294967296,NCCL,alltoall,12.7538
int8,16,8589934592,NCCL,alltoall,24.844
half,32,0,NCCL,alltoall,0.557
half,32,256,NCCL,alltoall,0.661
half,32,512,NCCL,alltoall,0.6206
half,32,1024,NCCL,alltoall,0.6456000000000001
half,32,2048,NCCL,alltoall,0.6422000000000001
half,32,4096,NCCL,alltoall,0.6522000000000001
half,32,8192,NCCL,alltoall,0.6352000000000001
half,32,16384,NCCL,alltoall,0.6076
half,32,32768,NCCL,alltoall,0.643
half,32,65536,NCCL,alltoall,0.6497999999999999
half,32,131072,NCCL,alltoall,0.6624
half,32,262144,NCCL,alltoall,0.6474
half,32,524288,NCCL,alltoall,0.6542
half,32,1048576,NCCL,alltoall,0.6587999999999999
half,32,2097152,NCCL,alltoall,0.6277999999999999
half,32,4194304,NCCL,alltoall,0.6524
half,32,8388608,NCCL,alltoall,0.6376000000000001
half,32,16777216,NCCL,alltoall,0.6472000000000001
half,32,33554432,NCCL,alltoall,0.636
half,32,67108864,NCCL,alltoall,0.6507999999999999
half,32,134217728,NCCL,alltoall,0.897
half,32,268435456,NCCL,alltoall,1.685
half,32,536870912,NCCL,alltoall,3.2248
half,32,1073741824,NCCL,alltoall,6.6091999999999995
half,32,2147483648,NCCL,alltoall,12.8768
half,32,4294967296,NCCL,alltoall,26.092000000000002
int8,32,0,NCCL,alltoall,0.5690000000000001
int8,32,512,NCCL,alltoall,0.6517999999999999
int8,32,1024,NCCL,alltoall,0.6526000000000001
int8,32,2048,NCCL,alltoall,0.6597999999999999
int8,32,4096,NCCL,alltoall,0.6254
int8,32,8192,NCCL,alltoall,0.6628
int8,32,16384,NCCL,alltoall,0.6444
int8,32,32768,NCCL,alltoall,0.653
int8,32,65536,NCCL,alltoall,0.6322000000000001
int8,32,131072,NCCL,alltoall,0.645
int8,32,262144,NCCL,alltoall,0.6628
int8,32,524288,NCCL,alltoall,0.6674
int8,32,1048576,NCCL,alltoall,0.6454
int8,32,2097152,NCCL,alltoall,0.6586000000000001
int8,32,4194304,NCCL,alltoall,0.6366
int8,32,8388608,NCCL,alltoall,0.631
int8,32,16777216,NCCL,alltoall,0.644
int8,32,33554432,NCCL,alltoall,0.6517999999999999
int8,32,67108864,NCCL,alltoall,0.6412000000000001
int8,32,134217728,NCCL,alltoall,0.646
int8,32,268435456,NCCL,alltoall,0.8976000000000001
int8,32,536870912,NCCL,alltoall,1.6812
int8,32,1073741824,NCCL,alltoall,3.221
int8,32,2147483648,NCCL,alltoall,6.614800000000001
int8,32,4294967296,NCCL,alltoall,12.8794
int8,32,8589934592,NCCL,alltoall,26.094
half,48,0,NCCL,alltoall,0.8156
half,48,0,NCCL,alltoall,0.7926000000000001
half,48,384,NCCL,alltoall,0.8588
half,48,768,NCCL,alltoall,0.8542000000000001
half,48,1920,NCCL,alltoall,0.8644
half,48,3840,NCCL,alltoall,0.9224
half,48,8064,NCCL,alltoall,0.875
half,48,16128,NCCL,alltoall,0.8506
half,48,32640,NCCL,alltoall,0.8738
half,48,65280,NCCL,alltoall,0.8764
half,48,130944,NCCL,alltoall,0.8712000000000001
half,48,261888,NCCL,alltoall,0.8528
half,48,524160,NCCL,alltoall,0.8188
half,48,1048320,NCCL,alltoall,0.9138
half,48,2097024,NCCL,alltoall,0.8806
half,48,4194048,NCCL,alltoall,0.8623999999999999
half,48,8388480,NCCL,alltoall,0.9074
half,48,16776960,NCCL,alltoall,0.8728
half,48,33554304,NCCL,alltoall,0.8738
half,48,67108608,NCCL,alltoall,0.8362
half,48,134217600,NCCL,alltoall,1.1380000000000001
half,48,268435200,NCCL,alltoall,2.1484
half,48,536870784,NCCL,alltoall,3.3824
half,48,1073741568,NCCL,alltoall,6.8212
half,48,2147483520,NCCL,alltoall,13.34
half,48,4294967040,NCCL,alltoall,26.576
int8,48,0,NCCL,alltoall,0.8202
int8,48,0,NCCL,alltoall,0.8634
int8,48,768,NCCL,alltoall,0.9873999999999999
int8,48,1536,NCCL,alltoall,0.961
int8,48,3840,NCCL,alltoall,0.9336000000000001
int8,48,7680,NCCL,alltoall,0.9634
int8,48,16128,NCCL,alltoall,0.9402
int8,48,32256,NCCL,alltoall,0.9496
int8,48,65280,NCCL,alltoall,0.9546
int8,48,130560,NCCL,alltoall,0.9286000000000001
int8,48,261888,NCCL,alltoall,0.9168
int8,48,523776,NCCL,alltoall,0.9402
int8,48,1048320,NCCL,alltoall,0.9332
int8,48,2096640,NCCL,alltoall,0.9642000000000001
int8,48,4194048,NCCL,alltoall,0.9254
int8,48,8388096,NCCL,alltoall,0.9442
int8,48,16776960,NCCL,alltoall,0.9706
int8,48,33553920,NCCL,alltoall,0.9644
int8,48,67108608,NCCL,alltoall,0.9460000000000001
int8,48,134217216,NCCL,alltoall,1.0172
int8,48,268435200,NCCL,alltoall,1.1438
int8,48,536870400,NCCL,alltoall,2.1406
int8,48,1073741568,NCCL,alltoall,3.3834
int8,48,2147483136,NCCL,alltoall,6.8388
int8,48,4294967040,NCCL,alltoall,13.386600000000001
int8,48,8589934080,NCCL,alltoall,26.6
half,64,0,NCCL,alltoall,1.0876
half,64,0,NCCL,alltoall,1.0874000000000001
half,64,512,NCCL,alltoall,1.231
half,64,1024,NCCL,alltoall,1.2612
half,64,2048,NCCL,alltoall,1.2772000000000001
half,64,4096,NCCL,alltoall,1.2922
half,64,8192,NCCL,alltoall,1.2695999999999998
half,64,16384,NCCL,alltoall,1.2542
half,64,32768,NCCL,alltoall,1.2550000000000001
half,64,65536,NCCL,alltoall,1.2522
half,64,131072,NCCL,alltoall,1.2448
half,64,262144,NCCL,alltoall,1.2354
half,64,524288,NCCL,alltoall,1.2766
half,64,1048576,NCCL,alltoall,1.2526
half,64,2097152,NCCL,alltoall,1.2675999999999998
half,64,4194304,NCCL,alltoall,1.2750000000000001
half,64,8388608,NCCL,alltoall,1.2418
half,64,16777216,NCCL,alltoall,1.2706
half,64,33554432,NCCL,alltoall,1.2502
half,64,67108864,NCCL,alltoall,1.27
half,64,134217728,NCCL,alltoall,1.3174000000000001
half,64,268435456,NCCL,alltoall,1.7442
half,64,536870912,NCCL,alltoall,3.3424
half,64,1073741824,NCCL,alltoall,6.7796
half,64,2147483648,NCCL,alltoall,13.207
half,64,4294967296,NCCL,alltoall,26.18
int8,64,0,NCCL,alltoall,1.1320000000000001
int8,64,0,NCCL,alltoall,1.1684
int8,64,1024,NCCL,alltoall,1.2510000000000001
int8,64,2048,NCCL,alltoall,1.2844000000000002
int8,64,4096,NCCL,alltoall,1.2306
int8,64,8192,NCCL,alltoall,1.2247999999999999
int8,64,16384,NCCL,alltoall,1.297
int8,64,32768,NCCL,alltoall,1.3134000000000001
int8,64,65536,NCCL,alltoall,1.296
int8,64,131072,NCCL,alltoall,1.3094000000000001
int8,64,262144,NCCL,alltoall,1.287
int8,64,524288,NCCL,alltoall,1.2610000000000001
int8,64,1048576,NCCL,alltoall,1.2855999999999999
int8,64,2097152,NCCL,alltoall,1.3064000000000002
int8,64,4194304,NCCL,alltoall,1.2728
int8,64,8388608,NCCL,alltoall,1.3078
int8,64,16777216,NCCL,alltoall,1.3192000000000002
int8,64,33554432,NCCL,alltoall,1.3144
int8,64,67108864,NCCL,alltoall,1.2848
int8,64,134217728,NCCL,alltoall,1.3328
int8,64,268435456,NCCL,alltoall,1.2552
int8,64,536870912,NCCL,alltoall,1.7372
int8,64,1073741824,NCCL,alltoall,3.3694
int8,64,2147483648,NCCL,alltoall,6.781000000000001
int8,64,4294967296,NCCL,alltoall,13.2096
int8,64,8589934592,NCCL,alltoall,26.166
half,8,128,NCCL,reduce_scatter,0.03512
half,8,256,NCCL,reduce_scatter,0.03536
half,8,512,NCCL,reduce_scatter,0.03564
half,8,1024,NCCL,reduce_scatter,0.03594
half,8,2048,NCCL,reduce_scatter,0.036340000000000004
half,8,4096,NCCL,reduce_scatter,0.037
half,8,8192,NCCL,reduce_scatter,0.03708
half,8,16384,NCCL,reduce_scatter,0.037880000000000004
half,8,32768,NCCL,reduce_scatter,0.03818
half,8,65536,NCCL,reduce_scatter,0.039
half,8,131072,NCCL,reduce_scatter,0.03914
half,8,262144,NCCL,reduce_scatter,0.04008
half,8,524288,NCCL,reduce_scatter,0.041159999999999995
half,8,1048576,NCCL,reduce_scatter,0.05008
half,8,2097152,NCCL,reduce_scatter,0.07274
half,8,4194304,NCCL,reduce_scatter,0.11964
half,8,8388608,NCCL,reduce_scatter,0.10458
half,8,16777216,NCCL,reduce_scatter,0.16576
half,8,33554432,NCCL,reduce_scatter,0.2838
half,8,67108864,NCCL,reduce_scatter,0.41600000000000004
half,8,134217728,NCCL,reduce_scatter,0.7958
half,8,268435456,NCCL,reduce_scatter,1.5574000000000001
half,8,536870912,NCCL,reduce_scatter,2.9732
half,8,1073741824,NCCL,reduce_scatter,5.735
half,8,2147483648,NCCL,reduce_scatter,11.195200000000002
half,8,4294967296,NCCL,reduce_scatter,22.14
int8,8,256,NCCL,reduce_scatter,0.0358
int8,8,512,NCCL,reduce_scatter,0.03568
int8,8,1024,NCCL,reduce_scatter,0.0361
int8,8,2048,NCCL,reduce_scatter,0.03668
int8,8,4096,NCCL,reduce_scatter,0.0369
int8,8,8192,NCCL,reduce_scatter,0.03736
int8,8,16384,NCCL,reduce_scatter,0.03762
int8,8,32768,NCCL,reduce_scatter,0.0383
int8,8,65536,NCCL,reduce_scatter,0.03914
int8,8,131072,NCCL,reduce_scatter,0.03964
int8,8,262144,NCCL,reduce_scatter,0.03978
int8,8,524288,NCCL,reduce_scatter,0.04054
int8,8,1048576,NCCL,reduce_scatter,0.0417
int8,8,2097152,NCCL,reduce_scatter,0.05086
int8,8,4194304,NCCL,reduce_scatter,0.07434
int8,8,8388608,NCCL,reduce_scatter,0.12184
int8,8,16777216,NCCL,reduce_scatter,0.10822
int8,8,33554432,NCCL,reduce_scatter,0.17044
int8,8,67108864,NCCL,reduce_scatter,0.323
int8,8,134217728,NCCL,reduce_scatter,0.5044
int8,8,268435456,NCCL,reduce_scatter,1.114
int8,8,536870912,NCCL,reduce_scatter,2.1724
int8,8,1073741824,NCCL,reduce_scatter,4.272
int8,8,2147483648,NCCL,reduce_scatter,8.418600000000001
int8,8,4294967296,NCCL,reduce_scatter,16.6008
int8,8,8589934592,NCCL,reduce_scatter,32.94
half,16,128,NCCL,reduce_scatter,0.05596
half,16,256,NCCL,reduce_scatter,0.0565
half,16,512,NCCL,reduce_scatter,0.05726
half,16,1024,NCCL,reduce_scatter,0.05804
half,16,2048,NCCL,reduce_scatter,0.05918
half,16,4096,NCCL,reduce_scatter,0.05974
half,16,8192,NCCL,reduce_scatter,0.060360000000000004
half,16,16384,NCCL,reduce_scatter,0.06082
half,16,32768,NCCL,reduce_scatter,0.06254
half,16,65536,NCCL,reduce_scatter,0.06322
half,16,131072,NCCL,reduce_scatter,0.06364
half,16,262144,NCCL,reduce_scatter,0.06414
half,16,524288,NCCL,reduce_scatter,0.06536
half,16,1048576,NCCL,reduce_scatter,0.06766
half,16,2097152,NCCL,reduce_scatter,0.08518
half,16,4194304,NCCL,reduce_scatter,0.10638
half,16,8388608,NCCL,reduce_scatter,0.14832
half,16,16777216,NCCL,reduce_scatter,0.2006
half,16,33554432,NCCL,reduce_scatter,0.31060000000000004
half,16,67108864,NCCL,reduce_scatter,0.51
half,16,134217728,NCCL,reduce_scatter,0.8076
half,16,268435456,NCCL,reduce_scatter,1.5702
half,16,536870912,NCCL,reduce_scatter,3.1132
half,16,1073741824,NCCL,reduce_scatter,6.0182
half,16,2147483648,NCCL,reduce_scatter,11.790000000000001
half,16,4294967296,NCCL,reduce_scatter,23.336000000000002
int8,16,256,NCCL,reduce_scatter,0.055799999999999995
int8,16,512,NCCL,reduce_scatter,0.056380000000000006
int8,16,1024,NCCL,reduce_scatter,0.05718
int8,16,2048,NCCL,reduce_scatter,0.057960000000000005
int8,16,4096,NCCL,reduce_scatter,0.05856
int8,16,8192,NCCL,reduce_scatter,0.05908
int8,16,16384,NCCL,reduce_scatter,0.05966
int8,16,32768,NCCL,reduce_scatter,0.06064
int8,16,65536,NCCL,reduce_scatter,0.062020000000000006
int8,16,131072,NCCL,reduce_scatter,0.06286
int8,16,262144,NCCL,reduce_scatter,0.06354
int8,16,524288,NCCL,reduce_scatter,0.06404000000000001
int8,16,1048576,NCCL,reduce_scatter,0.06522
int8,16,2097152,NCCL,reduce_scatter,0.06758
int8,16,4194304,NCCL,reduce_scatter,0.08648
int8,16,8388608,NCCL,reduce_scatter,0.134
int8,16,16777216,NCCL,reduce_scatter,0.12930000000000003
int8,16,33554432,NCCL,reduce_scatter,0.18988
int8,16,67108864,NCCL,reduce_scatter,0.31439999999999996
int8,16,134217728,NCCL,reduce_scatter,0.5127999999999999
int8,16,268435456,NCCL,reduce_scatter,0.9954
int8,16,536870912,NCCL,reduce_scatter,2.2876
int8,16,1073741824,NCCL,reduce_scatter,4.503
int8,16,2147483648,NCCL,reduce_scatter,8.92
int8,16,4294967296,NCCL,reduce_scatter,17.697
int8,16,8589934592,NCCL,reduce_scatter,35.134
half,32,0,NCCL,reduce_scatter,0.00532
half,32,256,NCCL,reduce_scatter,0.11059999999999999
half,32,512,NCCL,reduce_scatter,0.11068000000000001
half,32,1024,NCCL,reduce_scatter,0.11072
half,32,2048,NCCL,reduce_scatter,0.11688
half,32,4096,NCCL,reduce_scatter,0.11418
half,32,8192,NCCL,reduce_scatter,0.11268
half,32,16384,NCCL,reduce_scatter,0.11574
half,32,32768,NCCL,reduce_scatter,0.11672
half,32,65536,NCCL,reduce_scatter,0.12002
half,32,131072,NCCL,reduce_scatter,0.12158000000000001
half,32,262144,NCCL,reduce_scatter,0.12334
half,32,524288,NCCL,reduce_scatter,0.125
half,32,1048576,NCCL,reduce_scatter,0.12642
half,32,2097152,NCCL,reduce_scatter,0.13056
half,32,4194304,NCCL,reduce_scatter,0.14572
half,32,8388608,NCCL,reduce_scatter,0.17516
half,32,16777216,NCCL,reduce_scatter,0.2528
half,32,33554432,NCCL,reduce_scatter,0.3664
half,32,67108864,NCCL,reduce_scatter,0.584
half,32,134217728,NCCL,reduce_scatter,0.999
half,32,268435456,NCCL,reduce_scatter,1.5926
half,32,536870912,NCCL,reduce_scatter,3.1012
half,32,1073741824,NCCL,reduce_scatter,6.2002
half,32,2147483648,NCCL,reduce_scatter,12.147200000000002
half,32,4294967296,NCCL,reduce_scatter,23.964000000000002
int8,32,0,NCCL,reduce_scatter,0.00554
int8,32,512,NCCL,reduce_scatter,0.09676000000000001
int8,32,1024,NCCL,reduce_scatter,0.09774
int8,32,2048,NCCL,reduce_scatter,0.09962
int8,32,4096,NCCL,reduce_scatter,0.10142000000000001
int8,32,8192,NCCL,reduce_scatter,0.10336000000000001
int8,32,16384,NCCL,reduce_scatter,0.10426
int8,32,32768,NCCL,reduce_scatter,0.1053
int8,32,65536,NCCL,reduce_scatter,0.10696
int8,32,131072,NCCL,reduce_scatter,0.11026000000000001
int8,32,262144,NCCL,reduce_scatter,0.11123999999999999
int8,32,524288,NCCL,reduce_scatter,0.11223999999999999
int8,32,1048576,NCCL,reduce_scatter,0.11402
int8,32,2097152,NCCL,reduce_scatter,0.11602
int8,32,4194304,NCCL,reduce_scatter,0.11758
int8,32,8388608,NCCL,reduce_scatter,0.15686000000000003
int8,32,16777216,NCCL,reduce_scatter,0.2546
int8,32,33554432,NCCL,reduce_scatter,0.2316
int8,32,67108864,NCCL,reduce_scatter,0.3578
int8,32,134217728,NCCL,reduce_scatter,0.5934
int8,32,268435456,NCCL,reduce_scatter,0.9818
int8,32,536870912,NCCL,reduce_scatter,2.017
int8,32,1073741824,NCCL,reduce_scatter,4.6164
int8,32,2147483648,NCCL,reduce_scatter,9.184600000000001
int8,32,4294967296,NCCL,reduce_scatter,18.261200000000002
int8,32,8589934592,NCCL,reduce_scatter,36.376
half,48,0,NCCL,reduce_scatter,0.006019999999999999
half,48,0,NCCL,reduce_scatter,0.006019999999999999
half,48,384,NCCL,reduce_scatter,0.13758
half,48,768,NCCL,reduce_scatter,0.13913999999999999
half,48,1920,NCCL,reduce_scatter,0.14442
half,48,3840,NCCL,reduce_scatter,0.14704
half,48,8064,NCCL,reduce_scatter,0.14880000000000002
half,48,16128,NCCL,reduce_scatter,0.15002000000000001
half,48,32640,NCCL,reduce_scatter,0.18284
half,48,65280,NCCL,reduce_scatter,0.18584
half,48,130944,NCCL,reduce_scatter,0.19052000000000002
half,48,261888,NCCL,reduce_scatter,0.19341999999999998
half,48,524160,NCCL,reduce_scatter,0.2016
half,48,1048320,NCCL,reduce_scatter,0.2082
half,48,2097024,NCCL,reduce_scatter,0.19196000000000002
half,48,4194048,NCCL,reduce_scatter,0.2134
half,48,8388480,NCCL,reduce_scatter,0.29660000000000003
half,48,16776960,NCCL,reduce_scatter,0.5118
half,48,33554304,NCCL,reduce_scatter,0.458
half,48,67108608,NCCL,reduce_scatter,0.6482000000000001
half,48,134217600,NCCL,reduce_scatter,1.0352000000000001
half,48,268435200,NCCL,reduce_scatter,1.9858
half,48,536870784,NCCL,reduce_scatter,3.1454
half,48,1073741568,NCCL,reduce_scatter,6.232
half,48,2147483520,NCCL,reduce_scatter,12.162600000000001
half,48,4294967040,NCCL,reduce_scatter,24.164
int8,48,0,NCCL,reduce_scatter,0.005
int8,48,0,NCCL,reduce_scatter,0.005
int8,48,768,NCCL,reduce_scatter,0.13872
int8,48,1536,NCCL,reduce_scatter,0.1404
int8,48,3840,NCCL,reduce_scatter,0.1458
int8,48,7680,NCCL,reduce_scatter,0.1484
int8,48,16128,NCCL,reduce_scatter,0.15004
int8,48,32256,NCCL,reduce_scatter,0.15136000000000002
int8,48,65280,NCCL,reduce_scatter,0.18328
int8,48,130560,NCCL,reduce_scatter,0.18692
int8,48,261888,NCCL,reduce_scatter,0.19369999999999998
int8,48,523776,NCCL,reduce_scatter,0.19618000000000002
int8,48,1048320,NCCL,reduce_scatter,0.20500000000000002
int8,48,2096640,NCCL,reduce_scatter,0.2112
int8,48,4194048,NCCL,reduce_scatter,0.19502000000000003
int8,48,8388096,NCCL,reduce_scatter,0.2164
int8,48,16776960,NCCL,reduce_scatter,0.30119999999999997
int8,48,33553920,NCCL,reduce_scatter,0.5192000000000001
int8,48,67108608,NCCL,reduce_scatter,0.4742
int8,48,134217216,NCCL,reduce_scatter,0.6776000000000001
int8,48,268435200,NCCL,reduce_scatter,1.0692000000000002
int8,48,536870400,NCCL,reduce_scatter,1.9568
int8,48,1073741568,NCCL,reduce_scatter,4.6448
int8,48,2147483136,NCCL,reduce_scatter,9.6882
int8,48,4294967040,NCCL,reduce_scatter,18.598
int8,48,8589934080,NCCL,reduce_scatter,37.424
half,64,0,NCCL,reduce_scatter,0.00566
half,64,0,NCCL,reduce_scatter,0.00562
half,64,512,NCCL,reduce_scatter,0.17924
half,64,1024,NCCL,reduce_scatter,0.18142
half,64,2048,NCCL,reduce_scatter,0.1847
half,64,4096,NCCL,reduce_scatter,0.18903999999999999
half,64,8192,NCCL,reduce_scatter,0.19226
half,64,16384,NCCL,reduce_scatter,0.19406
half,64,32768,NCCL,reduce_scatter,0.19648
half,64,65536,NCCL,reduce_scatter,0.2
half,64,131072,NCCL,reduce_scatter,0.20500000000000002
half,64,262144,NCCL,reduce_scatter,0.2052
half,64,524288,NCCL,reduce_scatter,0.2084
half,64,1048576,NCCL,reduce_scatter,0.2122
half,64,2097152,NCCL,reduce_scatter,0.2132
half,64,4194304,NCCL,reduce_scatter,0.2162
half,64,8388608,NCCL,reduce_scatter,0.2924
half,64,16777216,NCCL,reduce_scatter,0.48560000000000003
half,64,33554432,NCCL,reduce_scatter,0.43260000000000004
half,64,67108864,NCCL,reduce_scatter,0.6467999999999999
half,64,134217728,NCCL,reduce_scatter,1.1138
half,64,268435456,NCCL,reduce_scatter,1.9674
half,64,536870912,NCCL,reduce_scatter,3.1521999999999997
half,64,1073741824,NCCL,reduce_scatter,6.1754
half,64,2147483648,NCCL,reduce_scatter,12.336
half,64,4294967296,NCCL,reduce_scatter,24.452
int8,64,0,NCCL,reduce_scatter,0.00584
int8,64,0,NCCL,reduce_scatter,0.00572
int8,64,1024,NCCL,reduce_scatter,0.1799
int8,64,2048,NCCL,reduce_scatter,0.18232
int8,64,4096,NCCL,reduce_scatter,0.18552000000000002
int8,64,8192,NCCL,reduce_scatter,0.1896
int8,64,16384,NCCL,reduce_scatter,0.19318000000000002
int8,64,32768,NCCL,reduce_scatter,0.19498
int8,64,65536,NCCL,reduce_scatter,0.19696000000000002
int8,64,131072,NCCL,reduce_scatter,0.2006
int8,64,262144,NCCL,reduce_scatter,0.2052
int8,64,524288,NCCL,reduce_scatter,0.2068
int8,64,1048576,NCCL,reduce_scatter,0.2104
int8,64,2097152,NCCL,reduce_scatter,0.21380000000000002
int8,64,4194304,NCCL,reduce_scatter,0.21559999999999999
int8,64,8388608,NCCL,reduce_scatter,0.2186
int8,64,16777216,NCCL,reduce_scatter,0.2974
int8,64,33554432,NCCL,reduce_scatter,0.4942
int8,64,67108864,NCCL,reduce_scatter,0.44060000000000005
int8,64,134217728,NCCL,reduce_scatter,0.6854
int8,64,268435456,NCCL,reduce_scatter,1.1472
int8,64,536870912,NCCL,reduce_scatter,1.9338
int8,64,1073741824,NCCL,reduce_scatter,4.0632
int8,64,2147483648,NCCL,reduce_scatter,9.2702
int8,64,4294967296,NCCL,reduce_scatter,18.5598
int8,64,8589934592,NCCL,reduce_scatter,36.996
half,8,128,NCCL,all_gather,0.03454
half,8,256,NCCL,all_gather,0.0349
half,8,512,NCCL,all_gather,0.03516
half,8,1024,NCCL,all_gather,0.03576
half,8,2048,NCCL,all_gather,0.03534
half,8,4096,NCCL,all_gather,0.03608
half,8,8192,NCCL,all_gather,0.03682
half,8,16384,NCCL,all_gather,0.03764
half,8,32768,NCCL,all_gather,0.039020000000000006
half,8,65536,NCCL,all_gather,0.03922
half,8,131072,NCCL,all_gather,0.0395
half,8,262144,NCCL,all_gather,0.03996
half,8,524288,NCCL,all_gather,0.0412
half,8,1048576,NCCL,all_gather,0.045700000000000005
half,8,2097152,NCCL,all_gather,0.0599
half,8,4194304,NCCL,all_gather,0.09068000000000001
half,8,8388608,NCCL,all_gather,0.09473999999999999
half,8,16777216,NCCL,all_gather,0.14746
half,8,33554432,NCCL,all_gather,0.2826
